path_text,predicted_compound,confidence,source,ml_top_candidates,structural_candidate
.. / test2 / 1a-1B / 1 A,1 A,0.775826670502198,ML+PATH,"[('1 A', 0.775826670502198), ('1 B', 0.020148320505639195), ('1a-1B', 0.004794770109826048), ('1b', 0.004426245004152342), ('1a', 0.0037474101076305976)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR.mnova,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8287855414609094), ('1a', 0.018952675994344848), ('1 B', 0.007604282273867358), ('1a-1B', 0.0032686571050690692), ('1b', 0.003074777707428296)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR.mnova,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.830369083644549), ('1a', 0.01857836928573422), ('1 B', 0.007496513703113057), ('1a-1B', 0.004244394786832598), ('1b', 0.003037891609312808)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.9039661654994322), ('1a', 0.012572987765999915), ('1 B', 0.004730176518074988), ('1a-1B', 0.002466061894724183), ('1b', 0.0016876697039194257)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.9055861572624699), ('1a', 0.009714818669484862), ('1 B', 0.003856145623198724), ('1a-1B', 0.002219819397452636), ('1b', 0.0015831352805570189)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / uxnmr.par,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pulseprogram,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / precom.output,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8061505672402305), ('1a', 0.01603037696711868), ('1 B', 0.007073641119429223), ('1a-1B', 0.004441309705230439), ('1b', 0.0033386006030325264)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / format.temp,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / audita.txt,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata,1 A,0.8800371788322799,ML+PATH,"[('1 A', 0.8800371788322799), ('1a', 0.010920553622786395), ('1 B', 0.004487608066289299), ('1a-1B', 0.00275182532245085), ('1b', 0.0019948537125287257)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata / 1,1 A,0.8702777894288449,ML+PATH,"[('1 A', 0.8702777894288449), ('1a', 0.011092861109015306), ('1 B', 0.0054114931195501864), ('1a-1B', 0.002965613399189786), ('1b', 0.0021442150670002214)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0, '1': 1}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata / 1 / proc,1 A,0.8124872941733441,ML+PATH,"[('1 A', 0.8124872941733441), ('1a', 0.014557253648564446), ('1 B', 0.0073761153444177234), ('1a-1B', 0.004259021114870947), ('1b', 0.003159133504235692)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0, '1': 1, 'proc': 2}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata / 1 / title,1 A,0.8124872941733441,ML+PATH,"[('1 A', 0.8124872941733441), ('1a', 0.014557253648564446), ('1 B', 0.0073761153444177234), ('1a-1B', 0.004259021114870947), ('1b', 0.003159133504235692)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0, '1': 1, 'title': 2}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata / 1 / auditp.txt,1 A,0.8123491726793503,ML+PATH,"[('1 A', 0.8123491726793503), ('1a', 0.014574574097304218), ('1 B', 0.007386165334496901), ('1a-1B', 0.004266352711181681), ('1b', 0.003164179196654769)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0, '1': 1, 'auditp.txt': 2}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata / 1 / 1r,1 A,0.8065638246565237,ML+PATH,"[('1 A', 0.8065638246565237), ('1r', 0.018106731612578475), ('1a', 0.01418819847266261), ('1 B', 0.00717355902821952), ('1a-1B', 0.004113113854024314)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0, '1': 1, '1r': 2}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata / 1 / 1i,1 A,0.8118016436756315,ML+PATH,"[('1 A', 0.8118016436756315), ('1a', 0.014184099249363353), ('1i', 0.010215006898283962), ('1 B', 0.007171544511882136), ('1a-1B', 0.004113138365230305)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0, '1': 1, '1i': 2}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata / 1 / procs,1 A,0.8124872941733441,ML+PATH,"[('1 A', 0.8124872941733441), ('1a', 0.014557253648564446), ('1 B', 0.0073761153444177234), ('1a-1B', 0.004259021114870947), ('1b', 0.003159133504235692)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0, '1': 1, 'procs': 2}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata / 1 / outd,1 A,0.8124872941733441,ML+PATH,"[('1 A', 0.8124872941733441), ('1a', 0.014557253648564446), ('1 B', 0.0073761153444177234), ('1a-1B', 0.004259021114870947), ('1b', 0.003159133504235692)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0, '1': 1, 'outd': 2}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / pdata / 1 / thumb.png,1 A,0.8124872941733441,ML+PATH,"[('1 A', 0.8124872941733441), ('1a', 0.014557253648564446), ('1 B', 0.0073761153444177234), ('1a-1B', 0.004259021114870947), ('1b', 0.003159133504235692)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 1H NMR': -2, '4': -1, 'pdata': 0, '1': 1, 'thumb.png': 2}"
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / fq1list,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8060482014773045), ('1a', 0.016038794151741503), ('1 B', 0.007078095926117017), ('1a-1B', 0.00444456552957918), ('1l', 0.0034869150918001514)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / fid,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / shimvalues,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / uxnmr.info,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / scon2,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / vtc_pid_settings,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.7857771270456312), ('1a', 0.017363299280824963), ('1 B', 0.007849565890222954), ('1a-1B', 0.004995379412015336), ('1b', 0.0036499355867340784)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / acqu,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / acqus,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 1H NMR / 4 / specpar,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8063350634641192), ('1a', 0.016012457266770194), ('1 B', 0.007064087047469544), ('1a-1B', 0.004433829062039784), ('1b', 0.003333326877001376)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.9028768346923632), ('1a', 0.012889909605860037), ('1 B', 0.004820907546451047), ('1a-1B', 0.0018968378279337092), ('1b', 0.0017104973054280976)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.9113644805263538), ('1a', 0.00907493205514595), ('1 B', 0.003807173385052168), ('1a-1B', 0.0016799304515408271), ('1b', 0.0015484192497486086)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / uxnmr.par,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pulseprogram,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / precom.output,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8086334704206651), ('1a', 0.015603443846061191), ('1 B', 0.007268868251793677), ('1a-1B', 0.0036524000034661667), ('1b', 0.003424474662937634)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / format.temp,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / audita.txt,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata,1 A,0.8841639640966973,ML+PATH,"[('1 A', 0.8841639640966973), ('1a', 0.010438039456776807), ('1 B', 0.004605057023321896), ('1a-1B', 0.00219908098476928), ('1b', 0.00203002303683032)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata / 1,1 A,0.8755195724587881,ML+PATH,"[('1 A', 0.8755195724587881), ('1a', 0.01056805999561669), ('1 B', 0.00548541509503247), ('1a-1B', 0.002367032562934705), ('1b', 0.002162413121298828)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0, '1': 1}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata / 1 / proc,1 A,0.8229748792652465,ML+PATH,"[('1 A', 0.8229748792652465), ('1a', 0.013727766084935054), ('1 B', 0.007351875314148578), ('1a-1B', 0.0033884455553750644), ('1b', 0.0031188385623010977)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0, '1': 1, 'proc': 2}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata / 1 / title,1 A,0.8229748792652465,ML+PATH,"[('1 A', 0.8229748792652465), ('1a', 0.013727766084935054), ('1 B', 0.007351875314148578), ('1a-1B', 0.0033884455553750644), ('1b', 0.0031188385623010977)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0, '1': 1, 'title': 2}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata / 1 / auditp.txt,1 A,0.8228100215181934,ML+PATH,"[('1 A', 0.8228100215181934), ('1a', 0.013742889939581272), ('1 B', 0.007361057191360206), ('1a-1B', 0.0033940606356249303), ('1b', 0.0031234251238430096)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0, '1': 1, 'auditp.txt': 2}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata / 1 / 1r,1 A,0.8212110231007954,ML+PATH,"[('1 A', 0.8212110231007954), ('1a', 0.01346104727088477), ('1r', 0.009709297664941156), ('1 B', 0.00719672661852585), ('1a-1B', 0.003290638328512812)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0, '1': 1, '1r': 2}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata / 1 / 1i,1 A,0.8219482429290466,ML+PATH,"[('1 A', 0.8219482429290466), ('1a', 0.013385229796706881), ('1i', 0.009963902507496895), ('1 B', 0.007156322924613564), ('1a-1B', 0.0032729730466135544)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0, '1': 1, '1i': 2}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata / 1 / procs,1 A,0.8229748792652465,ML+PATH,"[('1 A', 0.8229748792652465), ('1a', 0.013727766084935054), ('1 B', 0.007351875314148578), ('1a-1B', 0.0033884455553750644), ('1b', 0.0031188385623010977)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0, '1': 1, 'procs': 2}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata / 1 / outd,1 A,0.8229748792652465,ML+PATH,"[('1 A', 0.8229748792652465), ('1a', 0.013727766084935054), ('1 B', 0.007351875314148578), ('1a-1B', 0.0033884455553750644), ('1b', 0.0031188385623010977)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0, '1': 1, 'outd': 2}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / pdata / 1 / thumb.png,1 A,0.8229748792652465,ML+PATH,"[('1 A', 0.8229748792652465), ('1a', 0.013727766084935054), ('1 B', 0.007351875314148578), ('1a-1B', 0.0033884455553750644), ('1b', 0.0031188385623010977)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1 A': -3, '1A 13C NMR': -2, '5': -1, 'pdata': 0, '1': 1, 'thumb.png': 2}"
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / cpdprg2,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.7888459079626381), ('1a', 0.016746782985275464), ('1 B', 0.00787491077639186), ('1a-1B', 0.004055738929466164), ('1b', 0.0037920151895729608)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / fq1list,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8085410552954981), ('1a', 0.015611199165727832), ('1 B', 0.007273133146765937), ('1a-1B', 0.003655021468542889), ('1l', 0.0035816359871970608)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / fid,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / shimvalues,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / uxnmr.info,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / scon2,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / vtc_pid_settings,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.7905424168580661), ('1a', 0.01679211552789689), ('1 B', 0.007971187694488131), ('1a-1B', 0.004086645391160758), ('1b', 0.003702834967009322)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / acqu,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / acqus,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1 A / 1A 13C NMR / 5 / specpar,1 A,0.6,STRUCTURE_NO_PDATA,"[('1 A', 0.8088145240070395), ('1a', 0.015587292251576203), ('1 B', 0.007259877212304074), ('1a-1B', 0.0036464784054737417), ('1b', 0.0034195134806387726)]",{}
.. / test2 / 1a-1B / 1s,1s,0.808078254502807,ML+PATH,"[('1s', 0.808078254502807), ('1a', 0.0048143486871916625), ('1a-1B', 0.004588086156219708), ('1 A', 0.004412316868822961), ('1b', 0.004166522092933598)]",{}
.. / test2 / 1a-1B / 1s / 1s 1H NMR.mnova,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8600532146653446), ('1a-1B', 0.0037909385945190995), ('1a', 0.0031740936966793863), ('1 A', 0.0030000351992321875), ('1b', 0.0028247730424932715)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.9157091857351595), ('1a', 0.0019273007405949652), ('1a-1B', 0.0018743052654507238), ('1 A', 0.0018142784419642012), ('1b', 0.0017256960937504808)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / uxnmr.par,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8585089813209326), ('1a', 0.0032436408119461526), ('1a-1B', 0.0031669996347548687), ('1 A', 0.0029717225490001457), ('1b', 0.0029296115117993264)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pulseprogram,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8585089813209326), ('1a', 0.0032436408119461526), ('1a-1B', 0.0031669996347548687), ('1 A', 0.0029717225490001457), ('1b', 0.0029296115117993264)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / precom.output,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8579029255787866), ('1a', 0.0032623801824881392), ('1a-1B', 0.0031867626980074198), ('1 A', 0.0029869687460394984), ('1b', 0.002946615207012878)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / format.temp,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8585089813209326), ('1a', 0.0032436408119461526), ('1a-1B', 0.0031669996347548687), ('1 A', 0.0029717225490001457), ('1b', 0.0029296115117993264)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / audita.txt,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8585089813209326), ('1a', 0.0032436408119461526), ('1a-1B', 0.0031669996347548687), ('1 A', 0.0029717225490001457), ('1b', 0.0029296115117993264)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata,1s,0.906132763600924,ML+PATH,"[('1s', 0.906132763600924), ('1a-1B', 0.0022788045283716287), ('1a', 0.0022472503986121334), ('1b', 0.002029787439865278), ('1 B', 0.00197812213550848)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata / 1,1s,0.8948779553354157,ML+PATH,"[('1s', 0.8948779553354157), ('1a-1B', 0.0025388183636829405), ('1 B', 0.002515511269575922), ('1a', 0.0024642114690981236), ('1 A', 0.0023271804257918257)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0, '1': 1}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata / 1 / proc,1s,0.8436864116796349,ML+PATH,"[('1s', 0.8436864116796349), ('1a-1B', 0.0037137033316872042), ('1 B', 0.0036555611741276323), ('1a', 0.0036438184332778967), ('1 A', 0.003407629627190444)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0, '1': 1, 'proc': 2}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata / 1 / title,1s,0.8436864116796349,ML+PATH,"[('1s', 0.8436864116796349), ('1a-1B', 0.0037137033316872042), ('1 B', 0.0036555611741276323), ('1a', 0.0036438184332778967), ('1 A', 0.003407629627190444)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0, '1': 1, 'title': 2}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata / 1 / auditp.txt,1s,0.8435331716330811,ML+PATH,"[('1s', 0.8435331716330811), ('1a-1B', 0.0037201001014327034), ('1 B', 0.003661184680099704), ('1a', 0.003649566867822049), ('1 A', 0.003412686284882315)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0, '1': 1, 'auditp.txt': 2}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata / 1 / 1r,1s,0.8429014615332348,ML+PATH,"[('1s', 0.8429014615332348), ('1r', 0.00948940489258072), ('1a-1B', 0.003578057815741198), ('1 B', 0.0035348695991754323), ('1a', 0.003516714002613008)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0, '1': 1, '1r': 2}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata / 1 / 1i,1s,0.8429072365840631,ML+PATH,"[('1s', 0.8429072365840631), ('1i', 0.00954580716842039), ('1a-1B', 0.003575690735579988), ('1 B', 0.003531197368527091), ('1a', 0.0035126484717580993)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0, '1': 1, '1i': 2}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata / 1 / procs,1s,0.8436864116796349,ML+PATH,"[('1s', 0.8436864116796349), ('1a-1B', 0.0037137033316872042), ('1 B', 0.0036555611741276323), ('1a', 0.0036438184332778967), ('1 A', 0.003407629627190444)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0, '1': 1, 'procs': 2}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata / 1 / outd,1s,0.8436864116796349,ML+PATH,"[('1s', 0.8436864116796349), ('1a-1B', 0.0037137033316872042), ('1 B', 0.0036555611741276323), ('1a', 0.0036438184332778967), ('1 A', 0.003407629627190444)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0, '1': 1, 'outd': 2}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / pdata / 1 / thumb.png,1s,0.8436864116796349,ML+PATH,"[('1s', 0.8436864116796349), ('1a-1B', 0.0037137033316872042), ('1 B', 0.0036555611741276323), ('1a', 0.0036438184332778967), ('1 A', 0.003407629627190444)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1s': -2, '1s 13C NMR': -1, 'pdata': 0, '1': 1, 'thumb.png': 2}"
.. / test2 / 1a-1B / 1s / 1s 13C NMR / cpdprg2,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8386920912945793), ('1a', 0.0036937458492612035), ('1a-1B', 0.0036111370675856905), ('1 A', 0.0033969018151396102), ('1b', 0.003313425240493993)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / fq1list,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8578145662030587), ('1a', 0.003265153033111988), ('1a-1B', 0.003189496625489245), ('1 A', 0.0029894685474011343), ('1b', 0.0029490981620565915)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / fid,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8585089813209326), ('1a', 0.0032436408119461526), ('1a-1B', 0.0031669996347548687), ('1 A', 0.0029717225490001457), ('1b', 0.0029296115117993264)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / shimvalues,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8585089813209326), ('1a', 0.0032436408119461526), ('1a-1B', 0.0031669996347548687), ('1 A', 0.0029717225490001457), ('1b', 0.0029296115117993264)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / uxnmr.info,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8585089813209326), ('1a', 0.0032436408119461526), ('1a-1B', 0.0031669996347548687), ('1 A', 0.0029717225490001457), ('1b', 0.0029296115117993264)]",{}
.. / test2 / 1a-1B / 1s / 1s 13C NMR / scon2,1s,0.6,STRUCTURE_NO_PDATA,"[('1s', 0.8585089813209326), ('1a', 0.0032436408119461526), ('1a-1B', 0.0031669996347548687), ('1 A', 0.0029717225490001457), ('1b', 0.0029296115117993264)]",{}
